Pid,Pair,Sem_Sim,Aud_Sim
1865,"instrumental music,instrumental flute",2.50,3.07
1866,"instrumental music,instrumental guitar",2.93,3.07
1867,"instrumental music,instrumental loop",2.14,1.93
1868,"instrumental music,instrumental music",4.73,5.00
1869,"instrumental music,instrumental orchestra",3.21,3.50
1870,"instrumental music,instrumental organ",2.33,2.87
1871,"instrumental music,instrumental song",3.80,4.53
1872,"instrumental music,instrumental tune",4.29,4.21
1873,"instrumental orchestra,instrumental flute",2.67,2.87
1874,"instrumental orchestra,instrumental loop",1.20,1.87
1875,"instrumental organ,instrumental beat",1.93,2.36
1876,"instrumental organ,instrumental chord",2.29,2.29
1877,"instrumental organ,instrumental chorus",2.14,2.43
1878,"instrumental organ,instrumental drum",1.64,1.50
1879,"instrumental organ,instrumental flute",1.86,1.57
1880,"instrumental organ,instrumental guitar",1.79,1.71
1881,"instrumental organ,instrumental loop",1.29,1.57
1882,"instrumental organ,instrumental orchestra",1.79,2.14
1883,"instrumental organ,instrumental song",2.71,2.43
1884,"instrumental organ,instrumental tune",2.64,2.93
1885,"instrumental piano,instrumental beat",2.57,1.79
1886,"instrumental piano,instrumental chord",2.86,2.57
1887,"instrumental piano,instrumental chorus",2.50,2.43
1888,"instrumental piano,instrumental drum",1.80,1.47
1889,"instrumental piano,instrumental flute",1.87,1.67
1890,"instrumental piano,instrumental guitar",2.00,1.67
1891,"instrumental piano,instrumental loop",1.33,1.60
1892,"instrumental piano,instrumental melody",2.71,3.07
1893,"instrumental piano,instrumental music",3.57,3.43
1894,"instrumental piano,instrumental orchestra",2.27,2.13
1895,"instrumental piano,instrumental organ",3.93,3.64
1896,"instrumental piano,instrumental piano",5.00,5.00
1897,"instrumental piano,instrumental song",3.00,3.00
1898,"instrumental piano,instrumental tune",2.79,3.21
1899,"instrumental song,instrumental beat",2.93,2.87
1900,"instrumental song,instrumental chorus",3.67,3.80
1901,"instrumental song,instrumental drum",2.00,2.20
1902,"instrumental song,instrumental flute",1.73,1.87
1903,"instrumental song,instrumental guitar",2.07,2.60
1904,"instrumental song,instrumental loop",1.93,2.07
1905,"instrumental song,instrumental orchestra",2.27,2.00
1906,"instrumental song,instrumental tune",4.40,4.27
1907,"instrumental tune,instrumental beat",3.50,3.07
1908,"instrumental tune,instrumental drum",2.14,2.21
1909,"instrumental tune,instrumental flute",2.50,2.79
1910,"instrumental tune,instrumental guitar",2.71,2.71
1911,"instrumental tune,instrumental loop",2.14,1.93
1912,"instrumental tune,instrumental orchestra",2.64,2.79
1913,"instrumental violin,instrumental beat",1.80,1.80
1914,"instrumental violin,instrumental chime",1.73,1.67
1915,"instrumental violin,instrumental chord",2.60,2.73
1916,"instrumental violin,instrumental chorus",1.93,2.13
1917,"instrumental violin,instrumental clarinet",1.80,1.60
1918,"instrumental violin,instrumental drum",1.47,1.60
1919,"instrumental violin,instrumental flute",1.86,1.87
1920,"instrumental violin,instrumental guitar",2.27,2.33
1921,"instrumental violin,instrumental loop",1.43,1.53
1922,"instrumental violin,instrumental melody",2.53,2.73
1923,"instrumental violin,instrumental music",2.80,3.07
1924,"instrumental violin,instrumental orchestra",3.00,3.07
1925,"instrumental violin,instrumental organ",1.80,1.80
1926,"instrumental violin,instrumental piano",1.87,1.67
1927,"instrumental violin,instrumental song",2.60,2.67
1928,"instrumental violin,instrumental tune",2.53,3.07
1929,"instrumental violin,instrumental violin",5.00,5.00
1930,"large animal,large monster",3.67,3.14
1931,"large animal,large spring",1.20,1.29
1932,"large crash,large animal",1.13,1.00
1933,"large crash,large creature",1.20,1.00
1934,"large crash,large crowd",1.27,1.00
1935,"large crash,large explosion",3.67,3.07
1936,"large crash,large growl",1.73,1.29
1937,"large crash,large machine",1.33,1.73
1938,"large crash,large monster",1.20,1.07
1939,"large crash,large noise",3.40,3.29
1940,"large crash,large spring",1.07,1.14
1941,"large crash,large steel",1.40,1.33
1942,"large crash,large water",1.07,1.33
1943,"large creature,large animal",4.60,4.21
1944,"large creature,large monster",4.40,4.64
1945,"large creature,large spring",1.27,1.14
1946,"large crowd,large animal",1.27,1.29
1947,"large crowd,large creature",1.53,1.21
1948,"large crowd,large explosion",1.13,1.36
1949,"large crowd,large monster",1.20,1.21
1950,"large crowd,large noise",1.93,2.36
1951,"large crowd,large spring",1.07,1.14
1952,"large explosion,large animal",1.00,1.07
1953,"large explosion,large creature",1.13,1.14
1954,"large explosion,large monster",1.07,1.21
1955,"large explosion,large spring",1.20,1.14
1956,"large group,large animal",1.27,1.40
1957,"large group,large crash",1.13,1.13
1958,"large group,large creature",1.27,1.27
1959,"large group,large crowd",4.07,4.00
1960,"large group,large explosion",1.27,1.00
1961,"large group,large growl",1.33,1.20
1962,"large group,large machine",1.20,1.00
1963,"large group,large metal",1.20,1.20
1964,"large group,large monster",1.27,1.20
1965,"large group,large noise",1.53,1.53
1966,"large group,large spring",1.07,1.00
1967,"large group,large steel",1.13,1.00
1968,"large group,large trash",1.40,1.20
1969,"large group,large water",1.13,1.13
1970,"large growl,large animal",2.00,3.14
1971,"large growl,large creature",1.87,2.79
1972,"large growl,large crowd",1.13,1.64
1973,"large growl,large explosion",1.67,1.79
1974,"large growl,large monster",2.13,2.50
1975,"large growl,large noise",3.93,3.29
1976,"large growl,large spring",1.00,1.21
1977,"large machine,large animal",1.47,1.43
1978,"large machine,large creature",1.53,1.64
1979,"large machine,large crowd",1.00,1.43
1980,"large machine,large explosion",1.13,1.64
1981,"large machine,large growl",1.47,1.36
1982,"large machine,large monster",1.53,1.43
1983,"large machine,large noise",1.87,2.36
1984,"large machine,large spring",1.47,1.57
1985,"large metal,large animal",1.13,1.07
1986,"large metal,large crash",1.27,1.73
1987,"large metal,large creature",1.20,1.00
1988,"large metal,large crowd",1.07,1.00
1989,"large metal,large explosion",1.20,1.20
1990,"large metal,large growl",1.13,1.20
1991,"large metal,large machine",3.00,2.67
1992,"large metal,large monster",1.13,1.07
1993,"large metal,large noise",1.33,1.33
1994,"large metal,large spring",1.93,1.80
1995,"large metal,large steel",4.00,4.00
1996,"large metal,large trash",1.60,1.67
1997,"large metal,large water",1.20,1.13
1998,"large monster,large spring",1.20,1.21
1999,"large noise,large animal",1.33,1.93
2000,"large noise,large creature",1.33,1.71
2001,"large noise,large explosion",3.80,3.86
2002,"large noise,large monster",1.27,2.00
2003,"large noise,large spring",1.00,1.07
2004,"large steel,large animal",1.20,1.27
2005,"large steel,large creature",1.20,1.40
2006,"large steel,large crowd",1.20,1.13
2007,"large steel,large explosion",1.07,1.27
2008,"large steel,large growl",1.07,1.20
2009,"large steel,large machine",2.73,2.14
2010,"large steel,large monster",1.20,1.33
2011,"large steel,large noise",1.00,1.53
2012,"large steel,large spring",1.47,1.80
2013,"large steel,large water",1.07,1.00
2014,"large trash,large animal",1.07,1.07
2015,"large trash,large crash",1.20,1.07
2016,"large trash,large creature",1.00,1.13
2017,"large trash,large crowd",1.13,1.20
2018,"large trash,large explosion",1.00,1.00
2019,"large trash,large growl",1.07,1.00
2020,"large trash,large machine",1.13,1.20
2021,"large trash,large monster",1.07,1.13
2022,"large trash,large noise",1.13,1.07
2023,"large trash,large spring",1.00,1.00
2024,"large trash,large steel",1.40,1.20
2025,"large trash,large water",1.07,1.00
2026,"large water,large animal",1.07,1.21
2027,"large water,large creature",1.07,1.21
2028,"large water,large crowd",1.13,1.14
2029,"large water,large explosion",1.07,1.21
2030,"large water,large growl",1.07,1.27
2031,"large water,large machine",1.13,1.27
2032,"large water,large monster",1.07,1.07
2033,"large water,large noise",1.07,1.57
2034,"large water,large spring",3.20,2.36
2035,"loud audio,loud explosion",2.40,2.20
2036,"loud audio,loud firework",2.13,1.80
2037,"loud audio,loud machine",2.13,1.93
2038,"loud audio,loud motor",2.13,2.07
2039,"loud audio,loud noise",4.27,4.07
2040,"loud audio,loud thunder",2.13,1.93
2041,"loud audio,loud voice",3.40,3.33
2042,"loud bass,loud drum",2.40,2.80
2043,"loud bass,loud synth",1.53,2.13
2044,"loud car,loud audio",2.27,2.14
2045,"loud car,loud car",5.00,5.00
2046,"loud car,loud echo",1.33,1.50
2047,"loud car,loud engine",3.93,4.00
2048,"loud car,loud explosion",1.60,1.93
2049,"loud car,loud firework",1.60,1.57
2050,"loud car,loud footstep",1.27,1.29
2051,"loud car,loud key",1.33,1.57
2052,"loud car,loud machine",3.73,3.29
2053,"loud car,loud motor",4.13,4.57
2054,"loud car,loud noise",2.47,2.79
2055,"loud car,loud thunder",1.67,1.57
2056,"loud car,loud voice",1.67,1.43
2057,"loud drum,loud synth",1.80,2.00
2058,"loud echo,loud audio",3.13,2.53
2059,"loud echo,loud echo",5.00,5.00
2060,"loud echo,loud engine",1.80,1.73
2061,"loud echo,loud explosion",2.47,2.20
2062,"loud echo,loud firework",1.93,1.71
2063,"loud echo,loud footstep",1.93,1.87
2064,"loud echo,loud machine",1.80,1.64
2065,"loud echo,loud motor",1.73,1.79
2066,"loud echo,loud noise",3.80,3.40
2067,"loud echo,loud thunder",2.27,1.86
2068,"loud echo,loud voice",2.73,2.00
2069,"loud engine,loud audio",1.93,2.33
2070,"loud engine,loud explosion",2.00,2.00
2071,"loud engine,loud firework",1.80,1.80
2072,"loud engine,loud machine",4.40,4.00
2073,"loud engine,loud motor",4.87,4.27
2074,"loud engine,loud noise",2.67,2.93
2075,"loud engine,loud thunder",1.93,1.67
2076,"loud engine,loud voice",1.47,1.60
2077,"loud explosion,loud firework",4.20,4.29
2078,"loud explosion,loud machine",2.20,1.86
2079,"loud explosion,loud motor",2.00,2.00
2080,"loud explosion,loud thunder",3.07,3.43
2081,"loud explosion,loud voice",1.87,1.71
2082,"loud firework,loud machine",1.67,1.46
2083,"loud firework,loud motor",1.67,1.62
2084,"loud firework,loud thunder",2.20,2.15
2085,"loud firework,loud voice",1.47,1.31
2086,"loud footstep,loud audio",1.40,1.43
2087,"loud footstep,loud engine",1.27,1.21
2088,"loud footstep,loud explosion",1.33,1.14
2089,"loud footstep,loud firework",1.33,1.07
2090,"loud footstep,loud machine",1.40,1.33
2091,"loud footstep,loud motor",1.33,1.33
2092,"loud footstep,loud noise",2.80,2.64
2093,"loud footstep,loud thunder",1.40,1.33
2094,"loud footstep,loud voice",1.93,1.40
2095,"loud generator,loud audio",2.07,2.07
2096,"loud generator,loud car",2.53,2.57
2097,"loud generator,loud echo",1.60,1.50
2098,"loud generator,loud engine",4.20,3.93
2099,"loud generator,loud explosion",1.67,1.64
2100,"loud generator,loud firework",1.53,1.71
2101,"loud generator,loud footstep",1.27,1.14
2102,"loud generator,loud generator",5.00,5.00
2103,"loud generator,loud key",1.33,1.29
2104,"loud generator,loud machine",4.27,4.36
2105,"loud generator,loud motor",4.27,4.14
2106,"loud generator,loud noise",2.53,2.71
2107,"loud generator,loud thunder",1.93,1.86
2108,"loud generator,loud voice",1.33,1.29
2109,"loud key,loud audio",1.53,1.14
2110,"loud key,loud echo",1.33,1.21
2111,"loud key,loud engine",1.60,1.36
2112,"loud key,loud explosion",1.33,1.07
2113,"loud key,loud firework",1.33,1.07
2114,"loud key,loud footstep",1.53,1.21
2115,"loud key,loud key",5.00,5.00
2116,"loud key,loud machine",1.53,1.33
2117,"loud key,loud motor",1.73,1.27
2118,"loud key,loud noise",1.53,1.29
2119,"loud key,loud thunder",1.27,1.00
2120,"loud key,loud voice",1.20,1.07
2121,"loud machine,loud motor",3.87,4.38
2122,"loud machine,loud thunder",1.87,1.54
2123,"loud motor,loud thunder",1.87,1.69
2124,"loud noise,loud explosion",4.00,4.00
2125,"loud noise,loud firework",2.87,3.50
2126,"loud noise,loud machine",2.80,3.00
2127,"loud noise,loud motor",2.80,3.00
2128,"loud noise,loud thunder",3.07,3.36
2129,"loud noise,loud voice",3.47,3.00
2130,"loud voice,loud machine",1.53,1.46
2131,"loud voice,loud motor",1.67,1.54
2132,"loud voice,loud thunder",1.67,1.38
2133,"low animal,low animal",5.00,5.00
2134,"low animal,low buzz",1.07,1.20
2135,"low animal,low fan",1.13,1.27
2136,"low animal,low hum",1.07,1.20
2137,"low animal,low noise",1.40,1.67
2138,"low buzz,low hum",3.67,3.53
2139,"low drone,low animal",1.43,1.40
2140,"low drone,low buzz",2.64,2.73
2141,"low drone,low fan",2.29,2.40
2142,"low drone,low growl",2.29,2.00
2143,"low drone,low hum",2.71,2.87
2144,"low drone,low noise",2.57,2.47
2145,"low drone,low voice",2.21,2.00
2146,"low echo,low animal",1.20,1.15
2147,"low echo,low buzz",2.80,2.50
2148,"low echo,low drone",1.80,1.54
2149,"low echo,low echo",5.00,5.00
2150,"low echo,low fan",1.27,1.23
2151,"low echo,low growl",2.40,1.77
2152,"low echo,low hum",2.80,2.71
2153,"low echo,low noise",3.47,3.38
2154,"low echo,low vocal",2.67,2.23
2155,"low echo,low voice",2.47,2.23
2156,"low fan,low buzz",1.87,2.40
2157,"low fan,low hum",1.73,2.27
2158,"low growl,low animal",2.13,2.47
2159,"low growl,low buzz",2.67,2.07
2160,"low growl,low fan",1.40,1.27
2161,"low growl,low hum",2.73,2.27
2162,"low growl,low noise",3.93,3.33
2163,"low guitar,low music",2.87,2.80
2164,"low guitar,low pitch",2.07,2.47
2165,"low guitar,low tune",2.33,2.33
2166,"low music,low tune",4.00,4.13
2167,"low noise,low buzz",3.73,3.53
2168,"low noise,low fan",1.93,1.87
2169,"low noise,low hum",3.80,3.40
2170,"low piano,low guitar",2.27,1.73
2171,"low piano,low music",3.07,3.20
2172,"low piano,low pitch",2.33,2.73
2173,"low piano,low tune",2.67,3.13
2174,"low pitch,low music",3.20,3.00
2175,"low pitch,low tune",3.60,3.60
2176,"low vocal,low animal",1.40,1.57
2177,"low vocal,low buzz",2.40,1.64
2178,"low vocal,low drone",2.07,1.64
2179,"low vocal,low fan",1.33,1.43
2180,"low vocal,low growl",3.67,3.43
2181,"low vocal,low hum",2.93,2.14
2182,"low vocal,low noise",3.60,2.71
2183,"low vocal,low vocal",5.00,5.00
2184,"low vocal,low voice",4.87,4.93
2185,"low voice,low animal",1.50,1.60
2186,"low voice,low buzz",2.53,1.93
2187,"low voice,low fan",1.33,1.33
2188,"low voice,low growl",3.36,3.20
2189,"low voice,low hum",3.00,2.33
2190,"low voice,low noise",3.64,3.47
2191,"low voice,low voice",5.00,5.00
2192,"male breath,male breathing",4.67,4.93
2193,"male breath,male burp",2.67,2.08
2194,"male breath,male crowd",1.33,1.43
2195,"male breath,male dialogue",2.33,1.85
2196,"male breath,male grunt",2.87,2.50
2197,"male breath,male laugh",2.53,2.15
2198,"male breath,male laughter",2.47,1.93
2199,"male breath,male sigh",3.40,3.57
2200,"male breath,male speech",2.40,1.77
2201,"male breath,male vocal",2.40,2.07
2202,"male breath,male voice",2.53,1.93
2203,"male breath,male whisper",2.93,2.77
2204,"male breath,male yell",2.47,1.71
2205,"male breathing,male burp",2.71,2.33
2206,"male breathing,male crowd",1.29,1.47
2207,"male breathing,male dialogue",2.21,1.87
2208,"male breathing,male laugh",2.43,2.13
2209,"male breathing,male laughter",2.40,1.57
2210,"male breathing,male sigh",3.47,2.64
2211,"male breathing,male speech",2.36,2.13
2212,"male breathing,male vocal",2.57,2.47
2213,"male breathing,male voice",2.36,2.07
2214,"male breathing,male whisper",2.79,2.47
2215,"male breathing,male yell",2.20,1.64
2216,"male burp,male dialogue",2.07,1.57
2217,"male burp,male laugh",2.87,1.93
2218,"male burp,male speech",2.20,1.79
2219,"male burp,male whisper",2.47,2.07
2220,"male cough,male breath",2.93,2.47
2221,"male cough,male breathing",2.67,2.47
2222,"male cough,male burp",3.00,2.40
2223,"male cough,male crowd",1.40,1.53
2224,"male cough,male cry",2.64,2.20
2225,"male cough,male dialogue",2.20,1.80
2226,"male cough,male grunt",3.13,2.53
2227,"male cough,male laugh",2.87,1.79
2228,"male cough,male laughter",2.53,2.00
2229,"male cough,male scream",2.64,2.13
2230,"male cough,male sigh",2.67,2.33
2231,"male cough,male speech",2.47,1.71
2232,"male cough,male vocal",2.87,2.33
2233,"male cough,male voice",2.73,2.20
2234,"male cough,male whisper",2.47,1.86
2235,"male cough,male yell",2.53,2.13
2236,"male crowd,male burp",1.20,1.33
2237,"male crowd,male dialogue",1.80,1.80
2238,"male crowd,male laugh",1.53,1.80
2239,"male crowd,male speech",1.73,1.87
2240,"male crowd,male vocal",1.93,2.27
2241,"male crowd,male whisper",1.33,1.53
2242,"male cry,male breath",2.47,1.64
2243,"male cry,male breathing",2.40,1.79
2244,"male cry,male burp",2.47,1.87
2245,"male cry,male crowd",1.53,1.53
2246,"male cry,male dialogue",2.53,1.93
2247,"male cry,male grunt",2.87,2.29
2248,"male cry,male laugh",3.00,1.80
2249,"male cry,male laughter",2.87,2.00
2250,"male cry,male scream",3.20,2.57
2251,"male cry,male sigh",2.93,2.14
2252,"male cry,male speech",2.60,1.73
2253,"male cry,male vocal",3.33,2.60
2254,"male cry,male voice",2.93,2.20
2255,"male cry,male whisper",2.67,1.93
2256,"male cry,male yell",2.93,2.07
2257,"male dialogue,male dialogue",5.00,5.00
2258,"male dialogue,male laugh",2.67,2.14
2259,"male dialogue,male speech",4.67,4.43
2260,"male dialogue,male whisper",3.40,3.29
2261,"male grunt,male breathing",2.53,2.46
2262,"male grunt,male burp",2.93,2.36
2263,"male grunt,male crowd",1.47,1.36
2264,"male grunt,male dialogue",2.60,2.00
2265,"male grunt,male laugh",2.67,1.93
2266,"male grunt,male laughter",2.60,2.15
2267,"male grunt,male sigh",2.87,3.08
2268,"male grunt,male speech",2.80,2.21
2269,"male grunt,male vocal",3.60,2.93
2270,"male grunt,male voice",3.13,3.15
2271,"male grunt,male whisper",2.73,2.00
2272,"male grunt,male yell",2.67,2.69
2273,"male laughter,male burp",2.20,1.93
2274,"male laughter,male crowd",1.73,1.87
2275,"male laughter,male dialogue",2.40,2.33
2276,"male laughter,male laugh",5.00,4.93
2277,"male laughter,male sigh",2.79,2.07
2278,"male laughter,male speech",2.73,2.40
2279,"male laughter,male vocal",3.73,3.27
2280,"male laughter,male voice",3.27,3.07
2281,"male laughter,male whisper",2.27,2.00
2282,"male laughter,male yell",2.93,2.40
2283,"male scream,male breath",2.27,1.60
2284,"male scream,male breathing",2.27,1.80
2285,"male scream,male burp",2.33,1.73
2286,"male scream,male crowd",1.80,1.87
2287,"male scream,male dialogue",3.00,1.93
2288,"male scream,male grunt",3.33,2.73
2289,"male scream,male laugh",2.73,1.79
2290,"male scream,male laughter",2.67,2.33
2291,"male scream,male sigh",2.60,2.20
2292,"male scream,male speech",3.07,2.33
2293,"male scream,male vocal",4.40,3.27
2294,"male scream,male voice",3.80,2.93
2295,"male scream,male whisper",2.60,1.79
2296,"male scream,male yell",4.80,4.73
2297,"male shout,male breath",2.27,1.86
2298,"male shout,male breathing",2.33,1.79
2299,"male shout,male burp",2.43,2.07
2300,"male shout,male cough",2.60,1.79
2301,"male shout,male crowd",1.57,2.13
2302,"male shout,male cry",2.93,2.29
2303,"male shout,male dialogue",3.29,3.00
2304,"male shout,male grunt",3.07,2.50
2305,"male shout,male laugh",2.64,2.20
2306,"male shout,male laughter",2.60,2.00
2307,"male shout,male scream",4.73,4.57
2308,"male shout,male sigh",2.33,1.71
2309,"male shout,male speech",3.57,3.53
2310,"male shout,male vocal",4.14,4.13
2311,"male shout,male voice",3.93,3.57
2312,"male shout,male whisper",2.79,2.20
2313,"male shout,male yell",4.47,4.93
2314,"male sigh,male burp",2.87,2.13
2315,"male sigh,male crowd",1.20,1.36
2316,"male sigh,male dialogue",2.73,1.67
2317,"male sigh,male laugh",2.60,2.07
2318,"male sigh,male sigh",5.00,5.00
2319,"male sigh,male speech",2.73,1.73
2320,"male sigh,male vocal",2.93,3.29
2321,"male sigh,male voice",2.73,2.29
2322,"male sigh,male whisper",3.13,3.00
2323,"male speech,male laugh",2.80,2.62
2324,"male speech,male whisper",3.53,3.08
2325,"male vocal,male burp",2.60,1.73
2326,"male vocal,male dialogue",4.40,4.00
2327,"male vocal,male laugh",3.67,3.21
2328,"male vocal,male speech",4.60,4.57
2329,"male vocal,male vocal",5.00,5.00
2330,"male vocal,male whisper",3.73,3.79
2331,"male voice,male burp",2.73,2.07
2332,"male voice,male crowd",1.80,2.20
2333,"male voice,male dialogue",4.27,4.00
2334,"male voice,male laugh",3.47,2.73
2335,"male voice,male speech",4.67,4.40
2336,"male voice,male vocal",4.87,4.80
2337,"male voice,male voice",5.00,5.00
2338,"male voice,male whisper",3.87,3.53
2339,"male whisper,male laugh",2.80,2.15
2340,"male yell,male burp",2.47,1.79
2341,"male yell,male crowd",1.40,1.86
2342,"male yell,male dialogue",3.33,2.79
2343,"male yell,male laugh",2.80,1.93
2344,"male yell,male sigh",2.33,2.13
2345,"male yell,male speech",3.47,3.43
2346,"male yell,male vocal",4.33,4.29
2347,"male yell,male voice",3.67,3.93
2348,"male yell,male whisper",2.60,1.64
2349,"mechanical buzz,mechanical door",1.40,1.60
2350,"mechanical buzz,mechanical hum",4.27,3.33
2351,"mechanical camera,mechanical buzz",1.27,1.60
2352,"mechanical camera,mechanical clock",2.27,1.87
2353,"mechanical camera,mechanical door",1.87,1.53
2354,"mechanical camera,mechanical drilling",1.53,1.00
2355,"mechanical camera,mechanical elevator",1.93,1.20
2356,"mechanical camera,mechanical fan",2.00,1.27
2357,"mechanical camera,mechanical generator",1.93,1.40
2358,"mechanical camera,mechanical gun",2.00,1.60
2359,"mechanical camera,mechanical hum",1.27,1.33
2360,"mechanical camera,mechanical keyboard",1.80,1.67
2361,"mechanical camera,mechanical machine",2.80,2.20
2362,"mechanical camera,mechanical motor",2.00,1.47
2363,"mechanical camera,mechanical noise",1.33,1.67
2364,"mechanical camera,mechanical shutter",3.20,2.73
2365,"mechanical clock,mechanical buzz",1.47,1.87
2366,"mechanical clock,mechanical door",1.67,1.33
2367,"mechanical clock,mechanical hum",1.67,1.73
2368,"mechanical drill,mechanical buzz",1.93,2.13
2369,"mechanical drill,mechanical camera",1.67,1.33
2370,"mechanical drill,mechanical clock",1.93,1.20
2371,"mechanical drill,mechanical door",1.60,1.53
2372,"mechanical drill,mechanical drilling",4.53,4.27
2373,"mechanical drill,mechanical drone",2.00,1.73
2374,"mechanical drill,mechanical elevator",1.87,1.53
2375,"mechanical drill,mechanical fan",2.40,1.40
2376,"mechanical drill,mechanical generator",2.33,1.60
2377,"mechanical drill,mechanical glitch",1.27,1.27
2378,"mechanical drill,mechanical gun",2.53,1.67
2379,"mechanical drill,mechanical hum",1.93,2.00
2380,"mechanical drill,mechanical keyboard",1.67,1.27
2381,"mechanical drill,mechanical machine",3.80,2.73
2382,"mechanical drill,mechanical motor",2.73,2.27
2383,"mechanical drill,mechanical noise",2.13,1.80
2384,"mechanical drill,mechanical shutter",1.80,1.27
2385,"mechanical drilling,mechanical buzz",2.36,1.93
2386,"mechanical drilling,mechanical clock",1.64,1.07
2387,"mechanical drilling,mechanical door",1.40,1.07
2388,"mechanical drilling,mechanical drilling",5.00,5.00
2389,"mechanical drilling,mechanical elevator",1.93,1.33
2390,"mechanical drilling,mechanical fan",2.21,1.53
2391,"mechanical drilling,mechanical generator",2.27,1.80
2392,"mechanical drilling,mechanical gun",2.36,1.60
2393,"mechanical drilling,mechanical hum",2.14,2.00
2394,"mechanical drilling,mechanical keyboard",1.79,1.13
2395,"mechanical drilling,mechanical machine",3.29,2.33
2396,"mechanical drilling,mechanical motor",2.60,2.53
2397,"mechanical drilling,mechanical noise",2.43,2.67
2398,"mechanical drilling,mechanical shutter",1.86,1.27
2399,"mechanical drone,mechanical buzz",2.36,2.27
2400,"mechanical drone,mechanical camera",2.07,2.13
2401,"mechanical drone,mechanical clock",2.00,1.27
2402,"mechanical drone,mechanical door",1.71,1.27
2403,"mechanical drone,mechanical drilling",1.60,1.60
2404,"mechanical drone,mechanical elevator",1.93,1.27
2405,"mechanical drone,mechanical fan",1.93,2.00
2406,"mechanical drone,mechanical generator",2.00,1.73
2407,"mechanical drone,mechanical glitch",1.20,1.13
2408,"mechanical drone,mechanical gun",2.14,1.20
2409,"mechanical drone,mechanical hum",2.79,2.27
2410,"mechanical drone,mechanical keyboard",1.79,1.13
2411,"mechanical drone,mechanical machine",3.29,2.73
2412,"mechanical drone,mechanical motor",2.47,2.07
2413,"mechanical drone,mechanical noise",2.29,1.87
2414,"mechanical drone,mechanical shutter",1.86,1.33
2415,"mechanical elevator,mechanical buzz",1.20,1.53
2416,"mechanical elevator,mechanical clock",2.07,1.47
2417,"mechanical elevator,mechanical door",2.47,2.47
2418,"mechanical elevator,mechanical fan",2.21,1.40
2419,"mechanical elevator,mechanical gun",1.79,1.27
2420,"mechanical elevator,mechanical hum",1.47,1.60
2421,"mechanical elevator,mechanical keyboard",1.71,1.20
2422,"mechanical elevator,mechanical machine",3.21,2.73
2423,"mechanical elevator,mechanical noise",1.64,1.47
2424,"mechanical elevator,mechanical shutter",2.21,1.47
2425,"mechanical fan,mechanical buzz",2.20,1.43
2426,"mechanical fan,mechanical clock",2.27,1.47
2427,"mechanical fan,mechanical door",2.07,1.50
2428,"mechanical fan,mechanical gun",1.40,1.20
2429,"mechanical fan,mechanical hum",3.00,2.07
2430,"mechanical fan,mechanical keyboard",1.47,1.20
2431,"mechanical fan,mechanical machine",2.93,2.20
2432,"mechanical fan,mechanical noise",1.87,2.20
2433,"mechanical fan,mechanical shutter",2.07,1.60
2434,"mechanical generator,mechanical buzz",2.07,1.93
2435,"mechanical generator,mechanical clock",1.73,1.27
2436,"mechanical generator,mechanical door",1.87,1.33
2437,"mechanical generator,mechanical elevator",2.33,1.93
2438,"mechanical generator,mechanical fan",2.47,2.27
2439,"mechanical generator,mechanical generator",5.00,5.00
2440,"mechanical generator,mechanical gun",1.53,1.33
2441,"mechanical generator,mechanical hum",2.20,2.00
2442,"mechanical generator,mechanical keyboard",1.53,1.20
2443,"mechanical generator,mechanical machine",4.27,3.60
2444,"mechanical generator,mechanical motor",4.07,3.80
2445,"mechanical generator,mechanical noise",1.93,1.93
2446,"mechanical generator,mechanical shutter",2.00,1.53
2447,"mechanical glitch,mechanical buzz",1.33,1.80
2448,"mechanical glitch,mechanical camera",1.29,1.07
2449,"mechanical glitch,mechanical clock",1.27,1.13
2450,"mechanical glitch,mechanical door",1.20,1.00
2451,"mechanical glitch,mechanical drilling",1.27,1.07
2452,"mechanical glitch,mechanical elevator",1.13,1.00
2453,"mechanical glitch,mechanical fan",1.20,1.13
2454,"mechanical glitch,mechanical generator",1.13,1.07
2455,"mechanical glitch,mechanical gun",1.13,1.13
2456,"mechanical glitch,mechanical hum",1.33,1.47
2457,"mechanical glitch,mechanical keyboard",1.07,1.07
2458,"mechanical glitch,mechanical machine",1.40,1.13
2459,"mechanical glitch,mechanical motor",1.27,1.13
2460,"mechanical glitch,mechanical noise",2.13,1.73
2461,"mechanical glitch,mechanical shutter",1.47,1.53
2462,"mechanical gun,mechanical buzz",1.33,1.07
2463,"mechanical gun,mechanical clock",2.00,1.07
2464,"mechanical gun,mechanical door",1.80,1.07
2465,"mechanical gun,mechanical hum",1.33,1.07
2466,"mechanical gun,mechanical keyboard",1.87,1.14
2467,"mechanical gun,mechanical machine",2.67,1.86
2468,"mechanical gun,mechanical noise",1.40,1.36
2469,"mechanical hum,mechanical door",1.33,1.27
2470,"mechanical keyboard,mechanical buzz",1.57,1.07
2471,"mechanical keyboard,mechanical clock",2.50,1.60
2472,"mechanical keyboard,mechanical door",1.93,1.33
2473,"mechanical keyboard,mechanical hum",1.50,1.07
2474,"mechanical keyboard,mechanical noise",2.00,1.33
2475,"mechanical machine,mechanical buzz",1.64,1.60
2476,"mechanical machine,mechanical clock",3.29,2.47
2477,"mechanical machine,mechanical door",2.43,1.60
2478,"mechanical machine,mechanical hum",1.71,1.53
